description,26FP12B,26FP12C,26FP12D,26FP12E1.3.LA,26FP12E1.3.ME,26FP12E1.3.YE,26FP12E1.TE,26FP12E2.TE,26FP12I,26FP15B,26FP15C,26FP15D,26FP15E1.3.LA,26FP15E1.3.ME,26FP15E1.TE,26FP15E2.TE,26FP15E3.TE,26FP15E4.6.LA,26FP16B,26FP16C,26FP16D,26FP16E1.2.LA,26FP16E1.2.ME,26FP16E1.TE,26FP16E1.YE,26FP16I,26FP17B,26FP17C,26FP17D,26FP17E1.2.LA,26FP17E1.2.ME,26FP17E1.TE,26FP17E2.TE,26FP18B,26FP18C,26FP18D,26FP18E1.3.ME,26FP18E1.TE,26FP18E1.YE,26FP18E4.8.LA,26FP3B,26FP3C,26FP3D,26FP3E2.TE,26FP3E3.TE,26FP3E4.LA,26FP3E4.TE,26FP3E9.7.LA,26FP3I,26FP7B,26FP7C,26FP7D,26FP7E1.TE,26FP7E2.TE,26FP7E3.TE,26FP7I,26FP8B,26FP8C,26FP8D,26FP8E1.2.LA,26FP8E1.ME,26FP8E1.TE,26FP8E1.YE,26FP8E2.TE,26FP8I
4-aminobutanoate degradation V,1030.417874,240.182821,960.052586,5048.844862,0,0,20650.55,27082.47,768.093951,1030.929579,298.235113,809.425228,3887.135832,0,1545.71359,3704.061325,2806.608407,4510.344,1131.94225,356.708864,1736.477,3424.741417,0,7434.85692,0,4.1666667,1437.221935,1310.94906,3844.234,4215.323,5414.936957,6193.822552,6964.171,556.746754,2204.37,3641.780068,0,4709.079,0,8640.436,1146.088912,1861.380367,1147.652424,5912.494747,4177.255216,6630.190238,26958.42,4833.42,0,1225.123,1170.342537,1283.314807,3030.078329,3433.884,4126.591298,14.987705,3457.926309,7210.260246,3175.752038,4000.499356,0,1807.244849,0,2346.603525,544.5382131
L-histidine degradation II,4894.990699,404.0274189,3002.940071,6436.423142,5162.981312,5011.123,23971.08,41074.82,984.021391,4863.738359,386.382681,2636.82875,5189.442029,7839.452469,1939.654407,4584.225058,3552.58756,5814.635,5054.095384,1070.454056,5216.089,4410.696299,7129.305351,10116.45755,3924.143162,7.7321981,5155.303734,1974.641823,8217.046,5299.566,7083.456663,8182.768475,7324.505,955.0567,5853.303,8166.281231,5309.736041,6336.69,7464.230976,10752.98,402.8688,2817.767784,2938.532382,7053.985053,4678.25114,8557.449808,39196.59,6106.075,0,5548.229,3259.796534,3999.859793,4332.804642,4646.309,5370.824673,29.991153,8335.356354,1420.595139,10781.09337,4823.628549,3516.054674,2300.896883,5252.013103,2751.361139,579.6725978
L-glutamate degradation VIII (to propanoate),0,0,0,0,0,0,0,0,0,0,23.677407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.949887,0,0,0,0,0,0,0
L-lysine biosynthesis VI,5991.172966,6175.397646,3703.756639,13361.83444,11172.64634,8945.665,47313.8,62608.73,10975.49332,5596.20759,10937.87556,3206.805777,9433.063283,16319.65919,4146.702792,10959.54264,7116.536834,11923.78,6004.416926,9727.601151,6152.496,9304.10228,13307.20248,17409.73438,8064.977066,19.3918108,7287.274487,11288.51902,10220.16,12713.95,13414.34292,14508.04774,18898.47,5440.871936,7631.7,10390.0524,10830.68751,10999.56,14370.98515,21171.24,12340.48122,5088.096002,3524.875684,17358.22906,12508.37237,15500.82091,59378.53,13088.05,13.384224,6399.425,6645.478392,4673.387423,7112.662264,7967.033,9989.450368,365.006335,11220.03075,19309.70944,13113.9403,11956.48185,6565.141898,4757.930337,10738.70072,6862.647515,1204.019109
pyruvate fermentation to acetate and lactate II,1629.718508,6347.672069,451.615063,262.412843,210.243005,123.5331,2722.433,3162.609,9264.00545,373.545729,9474.000932,507.39505,519.186143,1160.559904,552.471008,844.668735,230.649991,571.6033,734.034924,11298.27253,342.7614,930.98105,675.702003,469.448678,386.867591,6.2217812,5499.958566,11673.12881,1177.254,514.0641,627.459485,555.176442,1131.217,5101.511136,1746.37,2264.701947,371.078791,333.1999,448.275166,273.6991,11920.24476,2707.995897,432.295987,503.493818,234.766275,243.070707,2081.961,451.3564,5.155779,203.9297,6210.495799,342.360708,314.912108,456.4562,413.711533,301.152587,3443.828355,17546.8966,1427.993027,115.063903,260.299585,139.509692,212.935715,345.423155,620.9730011
L-isoleucine biosynthesis II,8822.859647,7738.365912,5459.011433,17689.28819,14668.93973,12166.57,69525.72,90642.89,13595.03697,8411.669767,13477.39565,4770.874575,12733.3679,21492.98869,5664.169167,14856.18253,9518.12946,15672.61,8940.491283,12562.44838,9329.511,12327.0503,17989.50271,24017.19678,10718.2253,26.1890848,10706.32748,14516.93609,15176.85,16419.6,17953.61411,20048.16075,25555.11,6925.372456,10917.63,15251.04939,14269.01687,15010.09,19326.0078,28823.92,14564.37088,6763.704628,5292.480947,23243.39467,16654.61461,21357.60496,85804.67,17231.74,18.006587,9617.667,9367.823648,7008.577349,10133.72119,10978.32,13586.53407,430.502076,15877.5341,20238.47306,19214.22247,15830.9632,8848.596836,6447.505543,14420.46752,9059.088026,1478.228944
L-isoleucine biosynthesis III,7235.65421,6733.567894,4437.78346,15315.98052,12605.55057,10333.46,57269.1,76307.2,11739.80231,6909.416962,11590.7664,3885.717257,10919.97752,18479.02096,4842.246594,12619.69244,8128.008327,13444.33,7351.450801,11010.95593,7520.984,10589.66385,15419.39221,20208.9917,9129.041958,21.1240985,8867.557491,12546.8324,12225.59,14262.21,15329.4606,17007.25597,21692.23,5807.385778,8868.442,12378.60794,12305.13828,12713.81,16485.29224,24469.82,12497.65009,5557.967444,4239.453367,19856.21167,14066.22614,17940.33278,70616.56,14805.91,15.254725,7908.53,7827.844105,5698.944728,8414.843911,9257.01,11537.75554,362.336848,13100.6115,14173.31387,15765.84506,13441.42434,7579.979936,5515.933212,12482.09424,7716.181675,1242.92192
L-isoleucine biosynthesis IV,6733.489078,8096.278025,4107.547556,14449.67373,12245.76446,10038.64,52537.21,68818.73,11894.34395,6764.765583,13156.76554,3675.18543,10190.95307,17542.78973,4532.207412,11612.72766,7857.364576,12960,6942.589582,13223.05788,7174.038,10195.33912,14173.6773,19330.75465,8759.64775,9.809454,7623.723024,15019.69937,10758.45,13362.84,14711.11603,16000.80182,20225.73,6656.626659,7655.426,11231.53514,11706.14263,12380.93,16009.62413,23446.28,13731.914,3733.239581,3834.215738,18561.40937,13397.15219,17308.1058,67944.63,14336.47,11.93012,7610.893,8821.482025,5305.998221,7893.208336,8690.486,10974.23099,372.247967,11193.37807,20550.85868,15251.21946,12621.55249,7074.535901,5130.931344,11402.85609,7356.679308,888.7149858
superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),1972.929712,3704.846429,1247.486506,3261.830517,999.009635,1014.108,11317.77,14680.85,9194.601915,469.496899,7903.559223,865.354285,2139.218415,2389.326088,1234.966331,2677.228558,808.794516,1155.558,1232.777525,1267.088968,1440.676,1478.261032,3639.306725,2884.963992,913.821476,14.6266393,1131.986464,5902.876351,5073.773,2484.073,1770.037462,2988.336792,4683.289,3910.886073,3948.766,4073.068222,1951.278748,1042.393,1640.456158,3061.791,10169.25993,3433.629712,1484.681083,4017.836158,2626.468789,1116.739883,6684.062,1631.509,11.757928,1052.293,2169.220416,1611.71099,1180.107737,1160.829,1431.9479,299.623551,5823.122447,13353.86296,4024.729123,2465.463313,1391.363115,1216.410468,2892.257793,1107.440811,976.2100921
L-arginine biosynthesis III (via N-acetyl-L-citrulline),2211.020776,2863.54587,1948.773957,9859.791637,8544.196039,6454.168,38990.58,41543.54,2155.107371,1624.277988,7692.334414,1647.251969,6482.018656,11954.02909,3149.418957,8760.056637,5344.166256,8822.538,1943.759106,1357.930184,3789.409,7077.424826,8936.494887,12152.80749,5981.790792,18.3887474,2654.976174,4751.433638,8109.469,9499.144,9607.283111,10471.38658,15293.25,3543.340191,4843.779,7084.935614,7948.506841,7849.383,10669.1717,16172.34,4938.55348,3467.121121,2619.674044,13413.44829,9781.929965,11366.16215,41748.29,9945.28,4.052752,1955.258,3084.346824,2717.483779,4869.583129,5319.05,7215.26948,91.147047,5512.863613,8854.091581,5677.566511,9286.98281,4513.110556,3505.267124,7803.77946,5307.089285,1081.508359
glutaryl-CoA degradation,0,0,9.995851,0,0,0,0,0,614.915871,0,0,1.999811,17.993518,0,0,0,0,0,0,0,1.999904,0,0,0,0,0,0,0,9.998431,0,0,0,0,0,7.998615,59.944164,0,0,0,0,937.698013,3.999324,9.995559,0,0,0,0,0,1.739299,5.999215,29.964916,0,0,0,0,26.585647,25.989962,67.862335,0,0,0,0,0,0,51.0951969
toluene degradation IV (aerobic) (via catechol),123.034786,6.2052408,80.606684,90.038851,2.954531,75.44562,2793.31,3563.423,356.417655,100.644938,18.938787,80.916752,117.060223,244.225055,163.163025,342.325259,175.822905,121.0989,58.597612,19.918191,116.8439,125.076131,52.169332,664.230168,76.261637,0,189.393419,26.380141,258.5166,44.58944,63.143897,421.69978,930.5409,23.016518,205.8252,397.797892,102.631679,162.0688,136.800049,1070.415,6.484494,140.026072,64.26033,528.929926,727.597543,730.43763,6602.479,96.93258,0,143.1793,107.491367,128.852333,433.116388,262.6657,208.387447,0,255.746565,99.598474,394.959906,815.482222,78.996545,172.381271,95.947559,231.48865,4.9259225
toluene degradation I (aerobic) (via o-cresol),207.797259,19.5741123,242.794278,67.682617,5.451406,60.15431,2877.275,2969.898,600.687661,96.065426,32.893557,149.02583,124.016249,177.688317,506.741387,267.619963,129.081835,100.1372,148.590161,91.282059,122.9361,201.405258,50.62908,784.58504,69.25295,0,172.235083,172.764539,683.983,47.28877,42.59237,330.149426,790.7329,54.994875,615.8911,657.729166,110.915946,122.1798,95.687614,983.5512,57.173354,317.086052,226.439291,431.067908,618.001465,598.732639,7203.622,67.80821,3.728076,146.9452,355.413985,174.034876,392.957016,201.4637,148.067995,0,353.554271,3173.574522,895.312308,1292.548837,77.746234,149.4878,76.062429,174.725367,11.4282154
toluene degradation III (aerobic) (via p-cresol),588.978567,82.3822987,709.045378,199.038598,1046.015329,19.19552,7591.085,5401.54,263.325083,259.880556,84.825383,395.973137,121.354559,350.21776,164.188331,952.583468,140.929183,59.73832,633.089734,276.962553,977.7539,242.892544,46.50745,454.494622,43.205582,3.2460644,763.99685,596.913829,3939.635,151.5506,50.52164,503.958535,1265.602,142.024505,2051.748,2863.816289,283.280273,279.8087,89.125998,1374.717,78.842689,936.478481,1205.564681,846.749213,3313.956359,590.593994,5159.884,801.2847,0,457.9989,905.393906,1113.558639,629.036676,358.019,331.791838,5.488673,1181.454018,416.376842,1524.030846,481.223344,809.750098,287.832166,514.859025,143.729694,147.5245865
toluene degradation II (aerobic) (via 4-methylcatechol),207.797259,19.5741123,242.794278,67.682617,5.451406,60.15431,2877.275,2969.898,600.687661,96.065426,32.893557,149.02583,124.016249,177.688317,506.741387,267.619963,129.081835,100.1372,148.590161,91.282059,122.9361,201.405258,50.62908,784.58504,69.25295,0,172.235083,172.764539,683.983,47.28877,42.59237,330.149426,790.7329,54.994875,615.8911,657.729166,110.915946,122.1798,95.687614,983.5512,57.173354,317.086052,226.439291,431.067908,618.001465,598.732639,7203.622,67.80821,3.728076,146.9452,355.413985,174.034876,392.957016,201.4637,148.067995,0,353.554271,3173.574522,895.312308,1292.548837,77.746234,149.4878,76.062429,174.725367,11.4282154
superpathway of aerobic toluene degradation,14.153254,0,12.621062,18.246862,4.098622,20.70421,3083.033,4178.163,232.979123,20.009417,12.202992,10.542239,8.487251,0,130.780881,434.924671,76.018892,42.79461,4.37917,7.618653,12.87599,24.788923,0,414.968848,16.186105,0,0,14.195315,63.20391,22.93024,26.522957,438.258979,1074.587,17.467128,95.17509,257.66819,102.878909,164.1376,16.04181,1082.469,0,16.969683,0,571.024058,941.395989,625.761965,5616.746,17.85698,0,0,0,0,420.957717,253.1474,192.506375,0,247.383512,27.800407,8.89762,28.206034,57.046297,192.355791,18.513175,177.510063,0
tetrapyrrole biosynthesis I (from glutamate),5776.851743,5730.826642,3502.089833,12412.33336,10295.83567,8388.592,43890.69,58758.21,4903.995339,5533.322493,8752.564514,3065.830646,8726.831071,14983.18565,3721.392968,9807.856202,6612.857391,10961.06,5891.233063,10393.51783,5928.891,8546.972292,12338.79702,16282.74423,7454.79417,13.7740618,7369.975563,10846.23787,9637.934,11639.44,12442.29984,13473.055,16857.04,4816.076849,6953.669,9844.148705,9980.777039,10288.2,13420.89621,19602.9,4040.873152,4236.70507,3334.649469,15854.64308,11318.86274,14451.87588,55471.58,12073.75,12.019567,6316.258,6713.351662,4559.772686,6615.444198,7399.766,9281.001556,119.565635,10250.18878,11782.89769,12545.32704,10889.81901,6104.338952,4369.704508,9945.943702,6246.430902,773.8280008
tetrapyrrole biosynthesis II (from glycine),5325.849451,5319.275283,3256.797417,11884.07986,9903.999981,7987.58,41431.83,54800.39,4722.598829,5098.192925,8424.57785,2841.485496,8281.95325,14340.9999,3562.242028,9429.965245,6329.419526,10493.67,5436.651881,9459.056455,5511.577,8205.829977,11726.24807,15433.99115,7137.75,12.584456,6689.275896,9961.106758,9044.87,11211.46,11860.49842,12764.71335,16088.64,4533.496305,6509.519,9183.715783,9552.481296,9767.417,12820.24882,18699.78,3964.6967,4024.325925,3119.53902,15252.27602,10921.5482,13746.55549,51974.45,11593.59,11.50538,5821.026,6069.837274,4233.834973,6241.551882,6993.661,8836.157794,115.329991,9542.08237,11768.60703,11625.57815,10504.99699,5808.249484,4177.841477,9521.249291,6021.159926,890.87129
peptidoglycan biosynthesis II (staphylococci),11.741899,0,0,0,0,0,8534.644,2854.407,345.800788,95.396249,109.457745,0,0,0,0,0,48.760039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.824223,23.54863,0,0,35.336587,0,66.71163,0,0,808.717845,0,0,0,38.255812,38.287191,30.83599,0,0,0,0,0,0,8.265359,21.997177,67.180578,0,35.92303,0,0,0,0,0,0,0
superpathway of sulfur oxidation (Acidianus ambivalens),4137,161,2265,3569,2831,2969,13750,27577,2240,4292,137,2070,3068,4400,1078,2241,2005,3242,4363,715,3840,2361,4200,6170,2191,4,4246,915,4827,2826,4128,4879,3823,426,3903,5213,2967,3847,4263,6124,252,1562,1777,3704,2401,5046,26293,3335,2,4818,2205,2994,2719,2905,3138,28,6258,556,8767,2502,2074,1284,2811,1411,60
superpathway of L-methionine biosynthesis (by sulfhydrylation),2728.28913,3804.230789,1928.762025,3804.047534,2903.606177,1870.108,26672.19,36086.67,3166.994644,1370.343873,6343.761603,1693.17387,3430.330508,4529.319049,1248.925503,5942.023388,1613.058485,2687.828,2365.222711,3395.500455,3495.833,1816.727717,5058.478902,5107.561186,1973.181787,17.0045869,4532.7397,6849.735533,6832.578,4164.656,3329.457562,5886.958987,9063.477,4363.27981,4953.126,6558.893652,3040.234643,2313.718,2836.056597,6271.201,2952.774406,3601.919449,2456.911836,6700.825115,4123.266198,5198.659516,22308.42,2636.039,10.009194,1912.708,4718.378828,2293.087557,3626.015168,3255.003,3350.911449,81.452732,6803.956345,5396.871065,5249.029427,4087.956442,2272.674507,1984.520405,4680.368967,2313.302052,800.7057928
superpathway of L-methionine biosynthesis (transsulfuration),1615.487989,4522.005729,1175.904329,2843.74964,2152.158294,1305.93,20821.64,25863.38,5692.208417,785.26759,9307.515008,1019.955952,2569.484383,3319.976363,934.476613,5007.230056,1151.095987,1920.159,1316.096045,6184.158146,2076.394,1402.67519,3829.334237,3661.902947,1421.133718,14.4284505,2746.776524,8681.451143,4581.44,3239.636,2378.498901,4408.458491,7507.293,4698.788645,3481.916,4369.049262,2246.721857,1604.834,1989.567442,4564.784,6182.293732,3302.23703,1460.676303,5358.936333,3251.866772,3771.527953,15343.23,1879.843,13.095307,1076.612,4313.509786,1386.670193,2660.612721,2375.893,2469.471111,118.258058,4754.887276,12502.69187,3271.186329,3259.979927,1690.199001,1545.627554,3757.14871,1808.097093,708.9118254
sucrose degradation IV (sucrose phosphorylase),2515.500743,2311.938841,2098.684567,11735.99866,10043.52091,7957.955,36856.33,47703.53,1816.722938,2082.810773,8420.835803,1719.677467,7990.906739,14162.45239,3535.140747,8629.96711,6320.632609,10499.56,2476.953257,1628.58297,3575.929,8294.377116,11052.19892,14902.76596,7048.593565,12.9007092,3949.922455,4144.734882,7419.926,11155.94,11719.56269,12090.85981,15010.29,3658.137249,4849.426,7139.964715,9458.697419,9661.164,12881.60121,18173.51,1232.901773,3833.553814,2389.300831,14572.08534,10521.54352,13211.3378,48390.91,11720.25,1.920446,2447.184,3753.947923,2544.548327,5711.287612,6557.231,8564.765741,75.038368,6186.175043,11143.91178,6646.488682,10227.29814,5557.536898,3940.525202,8989.108661,5864.413312,640.2696548
reductive TCA cycle II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.859023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
catechol degradation I (meta-cleavage pathway),125.203473,16.0207297,67.264509,54.941324,1.646478,45.9263,2294.11,2567.602,454.265024,73.126647,20.42544,82.88361,72.478334,146.637109,139.130503,227.225869,118.646444,72.21142,35.783695,17.886879,81.48153,76.817469,29.607652,485.967508,44.831478,0,155.56551,25.376257,385.0436,25.50631,36.218833,287.433862,661.0122,35.084279,198.9865,423.151573,61.983202,103.8389,84.511131,888.1921,38.909549,136.451339,103.176202,373.508274,556.89143,524.829904,6598.829,57.91337,1.82508,112.8369,233.323313,140.092203,330.052067,168.7606,131.135733,0,220.038237,2829.71848,621.498875,635.352019,46.700099,127.995264,57.652107,153.251846,7.3169564
catechol degradation III (ortho-cleavage pathway),313.038634,44.3611569,388.762985,468.146926,446.208147,389.173,4121.705,7020.461,398.351638,218.110329,49.523343,262.229695,495.847181,1003.195131,204.287276,1115.725032,368.697963,511.9008,468.681247,154.250001,769.4301,383.042441,1130.591436,1366.782323,525.536827,3.3472197,506.016887,265.537111,2338.29,462.5828,718.17484,1120.38437,1754.649,82.364695,980.8465,1783.445752,444.685335,483.3571,569.245943,1314.465,32.628405,490.692351,658.62893,1345.627102,1641.388001,1281.959678,6456.957,540.2293,0,369.1394,537.583057,676.728753,758.309165,801.9652,758.664429,12.529892,692.565931,146.699957,772.124802,1179.362062,578.88041,350.781654,545.088675,625.079388,442.2673966
catechol degradation to 2-oxopent-4-enoate II,54.055568,7.1932081,15.725328,51.020269,0,45.12204,3782.421,4329.47,122.190755,53.739722,12.890651,120.372129,59.599956,44.053074,151.484612,757.413057,75.903678,59.54345,9.791631,9.641293,244.2402,47.13616,22.652767,317.412503,35.932542,1.6896217,112.786899,13.610433,174.7155,18.4295,28.865293,445.813071,1406.934,3.883498,39.16236,113.926679,44.773856,100.9928,70.163243,945.6449,0,30.92928,54.16946,652.666252,611.669675,569.858783,5972.615,65.21564,0,71.89595,77.267732,81.673026,519.335535,221.8529,120.961022,0,32.653343,13.985806,109.50541,435.815379,17.316482,227.562922,26.627553,209.340403,4.7806419
catechol degradation II (meta-cleavage pathway),75.463671,9.6991716,23.868403,59.712725,0,52.91526,2876.609,3069.007,187.430456,62.345219,16.344311,96.233119,80.165105,67.628294,146.237429,342.153685,95.963804,76.17359,14.60673,12.609638,102.9207,61.256997,30.727755,439.308578,47.051103,0,128.858616,17.853446,230.071,25.74192,35.052338,349.449774,882.3,6.39769,60.92723,167.205637,62.022643,103.3496,80.775609,946.8354,0,47.378899,68.912503,438.753617,604.869179,561.485692,6410.008,62.85342,0,87.46388,109.743922,99.080138,381.457812,187.7162,131.289206,0,52.893897,24.384508,177.582479,624.292394,26.448484,150.206078,34.759396,179.117946,6.3441121
meta cleavage pathway of aromatic compounds,66.801455,5.0717369,22.26167,66.022967,0,56.94187,2522.169,3076.073,156.419106,53.467555,13.665391,66.78165,81.020798,68.639163,116.107899,326.279373,95.79442,84.19274,14.556959,10.99239,77.70391,63.269873,34.524696,426.073554,52.304051,0,121.998558,15.085586,178.8427,28.55301,36.879635,352.217836,824.6718,6.372898,55.44963,136.164796,64.083066,107.5994,86.027934,819.7893,0,43.354095,47.31738,413.615015,565.188707,543.117609,5889.621,64.56539,0,84.81193,77.453186,85.616015,347.472653,173.7488,129.862241,0,62.824494,21.235292,142.861684,592.713666,32.581025,128.338882,35.852936,186.714634,0
aromatic compounds degradation via &beta;-ketoadipate,313.038634,44.3611569,388.762985,468.146926,446.208147,389.173,4121.705,7020.461,398.351638,218.110329,49.523343,262.229695,495.847181,1003.195131,204.287276,1115.725032,368.697963,511.9008,468.681247,154.250001,769.4301,383.042441,1130.591436,1366.782323,525.536827,3.3472197,506.016887,265.537111,2338.29,462.5828,718.17484,1120.38437,1754.649,82.364695,980.8465,1783.445752,444.685335,483.3571,569.245943,1314.465,32.628405,490.692351,658.62893,1345.627102,1641.388001,1281.959678,6456.957,540.2293,0,369.1394,537.583057,676.728753,758.309165,801.9652,758.664429,12.529892,692.565931,146.699957,772.124802,1179.362062,578.88041,350.781654,545.088675,625.079388,442.2673966
glycolysis II (from fructose 6-phosphate),6017.667257,4802.630281,3668.480121,12251.88679,10304.39805,8419.121,43421.22,58495.18,5045.540384,5659.556528,10385.00154,3170.159217,8736.222336,14941.88941,3864.710325,9656.421989,6631.707507,10937.52,5976.85764,3377.503789,6058.258,8751.348869,12072.66558,16317.8566,7424.543321,18.9307777,6803.923857,8278.89523,9809.627,11537.35,12392.85743,13437.28936,16757.75,5380.984584,7456.195,9950.663748,9921.655836,10343.41,13425.53409,19794.55,7562.73488,4874.368344,3416.321302,15637.43578,11382.10437,14533.98348,57477.11,12068.18,16.309487,6429.519,5513.267884,4591.17387,6609.699401,7359.536,9255.171194,193.997783,11037.16465,20566.20827,13155.80349,10866.30873,6022.276433,4316.369346,9673.493596,6229.066523,980.9876408
L-glutamate and L-glutamine biosynthesis,5893.44903,479.9944658,3610.791021,6371.11173,5312.026819,5222.673,26320.66,46326.71,11291.06144,5787.843216,448.007329,3133.434829,5377.225213,7908.498278,2023.331721,4543.112465,3611.869473,5673.08,6180.877333,1886.559897,6075.139,4375.727712,7474.584092,10638.52733,3978.850372,8.700693,6857.367561,2517.413239,9524.476,5211.829,7119.538252,8635.256808,7552.821,3964.034837,6746.597,9425.5966,5294.42268,6500.209,7410.601605,11138.77,9506.246227,3279.352186,3342.210035,7134.628707,5611.171343,9224.399087,44661.33,6126.196,4.86169,6654.807,4532.322574,4762.227513,4784.705533,5085.464,5644.298365,331.281964,9731.542025,7905.017802,13031.2236,5186.954847,3845.396028,2335.122748,5279.39084,2769.357995,760.0723275
